"ID_VICTIMA","FECHA",AÑO,"MES","TRIMESTRE","DIA_SEMANA","HORA","DEPARTAMENTO","JURISDICCION","LUGAR","MOTIVO_APARENTE","TIPO","ARMAREC","PROCESADOS","MENORESCINICIOPROC","ACLARADO","SEXO","EDADCALC","NACIONALIDAD","ANTECEDENTES","ANTECEDENTESPORESTUPEFACIENTES","REL_VICT_AGRES"
"MBM170208","25.07.2018",2018,"JULIO","TERCER TRIMESTRE","MIERCOLES","SIN DATO","MONTEVIDEO","SECCIONAL 19","OTROS/SIN DATO","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","CORTO / PUNZANTE","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","SIN DATO","SIN DATO","SIN DATO","SIN DATO","VINCULO DESCONOCIDO"
"MBO1143716","01.08.2018",2018,"AGOSTO","TERCER TRIMESTRE","MIERCOLES","13","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","22","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"MBO2143716","01.08.2018",2018,"AGOSTO","TERCER TRIMESTRE","MIERCOLES","13","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","30","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","CON ANTECEDENTES","AMIGO/CONOCIDO"
"MBO1147552","01.08.2018",2018,"AGOSTO","TERCER TRIMESTRE","MIERCOLES","19","MONTEVIDEO","SECCIONAL 19","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","58","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","CON ANTECEDENTES","VINCULO DESCONOCIDO"
"MBP1197968","24.07.2018",2018,"JULIO","TERCER TRIMESTRE","MARTES","10","CANELONES","SECCIONAL 4","LOCAL COMERCIAL","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","65","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"MBP14082","21.07.2018",2018,"JULIO","TERCER TRIMESTRE","SABADO","15","MONTEVIDEO","SECCIONAL 14","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","14","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"MBT1144868","13.07.2018",2018,"JULIO","TERCER TRIMESTRE","VIERNES","22","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","17","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"MBT1190032","14.07.2018",2018,"JULIO","TERCER TRIMESTRE","SABADO","15","CANELONES","SECCIONAL 4","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","ARMA PERSONAL / ESTRANGULACION / ASFIXIA / AHOGAMIENTO","SIN PROCESADOS","CON MENORES C/INICIO PROC.","ACLARADO","MUJER","41","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"MBT1197396","14.07.2018",2018,"JULIO","TERCER TRIMESTRE","SABADO","23","MONTEVIDEO","SECCIONAL 25","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","RAPI?A / HURTO / COPAMIENTO","A MOTOCICLISTA","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","20","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","SIN RELACION"
"MBT133960","12.07.2018",2018,"JULIO","TERCER TRIMESTRE","JUEVES","10","MALDONADO","SECCIONAL 10","RESIDENCIA","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","ARMA PERSONAL / ESTRANGULACION / ASFIXIA / AHOGAMIENTO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","34","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","PAREJA/EX PAREJA"
"MBT17822","11.07.2018",2018,"JULIO","TERCER TRIMESTRE","MIERCOLES","19","MONTEVIDEO","SECCIONAL 15","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","CON MENORES C/INICIO PROC.","ACLARADO","HOMBRE","31","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"MBW1195790","18.07.2018",2018,"JULIO","TERCER TRIMESTRE","MIERCOLES","2","MONTEVIDEO","SECCIONAL 21","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","34","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"MBW139690","15.07.2018",2018,"JULIO","TERCER TRIMESTRE","DOMINGO","22","RIVERA","SECCIONAL 9","RESIDENCIA","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","25","URUGUAYA","ANTECEDENTES POR DELITOS VIOLENTOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"MBW153284","16.07.2018",2018,"JULIO","TERCER TRIMESTRE","LUNES","24","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","36","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"MBW253284","16.07.2018",2018,"JULIO","TERCER TRIMESTRE","LUNES","24","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","47","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"MDA126920","23.01.2019",2019,"ENERO","PRIMER TRIMESTRE","MIERCOLES","22","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","21","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"MDB179106","11.01.2019",2019,"ENERO","PRIMER TRIMESTRE","VIERNES","1","MONTEVIDEO","SECCIONAL 24","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","34","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"MDB179610","11.01.2019",2019,"ENERO","PRIMER TRIMESTRE","VIERNES","1","MONTEVIDEO","SECCIONAL 25","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","17","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"MDB188640","11.01.2019",2019,"ENERO","PRIMER TRIMESTRE","VIERNES","6","MONTEVIDEO","SECCIONAL 16","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","41","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","CON ANTECEDENTES","VINCULO DESCONOCIDO"
"MDD1161856","28.01.2019",2019,"ENERO","PRIMER TRIMESTRE","LUNES","18","MONTEVIDEO","SECCIONAL 13","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","RAPI?A / HURTO / COPAMIENTO","OTROS","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","39","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","SIN RELACION"
"MDD141960","26.01.2019",2019,"ENERO","PRIMER TRIMESTRE","SABADO","22","MONTEVIDEO","SECCIONAL 6","RESIDENCIA","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","31","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"MDF1106114","03.01.2019",2019,"ENERO","PRIMER TRIMESTRE","JUEVES","10","MONTEVIDEO","SECCIONAL 8","RESIDENCIA","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","CORTO / PUNZANTE","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","62","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"MDF112090","02.01.2019",2019,"ENERO","PRIMER TRIMESTRE","MIERCOLES","3","MONTEVIDEO","SECCIONAL 16","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","36","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","CON ANTECEDENTES","VINCULO DESCONOCIDO"
"MDF1121080","03.01.2019",2019,"ENERO","PRIMER TRIMESTRE","JUEVES","14","MONTEVIDEO","SECCIONAL 21","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","36","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"MDF1160700","03.01.2019",2019,"ENERO","PRIMER TRIMESTRE","JUEVES","23","MONTEVIDEO","SECCIONAL 24","RESIDENCIA","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","17","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"MDI1146962","20.01.2019",2019,"ENERO","PRIMER TRIMESTRE","DOMINGO","4","ARTIGAS","SECCIONAL 7","RESIDENCIA","RAPI?A / HURTO / COPAMIENTO","CASA DE FAMILIA","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","72","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"MDI146260","18.01.2019",2019,"ENERO","PRIMER TRIMESTRE","VIERNES","15","MONTEVIDEO","SECCIONAL 18","LOCAL COMERCIAL","RAPI?A / HURTO / COPAMIENTO","A COMERCIO","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","48","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","SIN RELACION"
"MDM1161490","17.01.2019",2019,"ENERO","PRIMER TRIMESTRE","JUEVES","14","MONTEVIDEO","SECCIONAL 18","RESIDENCIA","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","43","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"MDM194388","16.12.2018",2018,"DICIEMBRE","CUARTO TRIMESTRE","DOMINGO","19","CANELONES","SECCIONAL 6","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","CORTO / PUNZANTE","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","54","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"MDM198308","16.01.2019",2019,"ENERO","PRIMER TRIMESTRE","MIERCOLES","5","CENTROS CARCELARIOS","SECCIONAL 20","ESTABLECIMIENTO DE RECLUSION","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","27","URUGUAYA","ANTECEDENTES POR DELITOS VIOLENTOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"MDO1123838","22.01.2019",2019,"ENERO","PRIMER TRIMESTRE","MARTES","15","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","39","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"MDO1144432","22.01.2019",2019,"ENERO","PRIMER TRIMESTRE","MARTES","20","MONTEVIDEO","SECCIONAL 16","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","25","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","CON ANTECEDENTES","VINCULO DESCONOCIDO"
"MDO2144432","22.01.2019",2019,"ENERO","PRIMER TRIMESTRE","MARTES","20","MONTEVIDEO","SECCIONAL 16","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","38","URUGUAYA","ANTECEDENTES POR DELITOS VIOLENTOS","CON ANTECEDENTES","VINCULO DESCONOCIDO"
"MDP173944","14.01.2019",2019,"ENERO","PRIMER TRIMESTRE","LUNES","1","MONTEVIDEO","SECCIONAL 8","RESIDENCIA","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","8","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","FAMILIAR"
"MDT1152542","06.01.2019",2019,"ENERO","PRIMER TRIMESTRE","DOMINGO","20","CANELONES","SECCIONAL 26","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","15","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"MDT13218","04.01.2019",2019,"ENERO","PRIMER TRIMESTRE","VIERNES","12","MONTEVIDEO","SECCIONAL 24","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","25","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"MDT142264","05.01.2019",2019,"ENERO","PRIMER TRIMESTRE","SABADO","24","MONTEVIDEO","SECCIONAL 21","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","19","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"MDW1123734","09.01.2019",2019,"ENERO","PRIMER TRIMESTRE","MIERCOLES","1","SORIANO","SECCIONAL 3","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","17","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"MFA1116664","02.05.2018",2018,"MAYO","SEGUNDO TRIMESTRE","MIERCOLES","23","CANELONES","SECCIONAL 19","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","42","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"MFA1160778","03.05.2018",2018,"MAYO","SEGUNDO TRIMESTRE","JUEVES","14","LAVALLEJA","SECCIONAL 14","OTROS/SIN DATO","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","19","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"MFA1185684","03.05.2018",2018,"MAYO","SEGUNDO TRIMESTRE","JUEVES","20","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","29","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"MFA1188904","03.05.2018",2018,"MAYO","SEGUNDO TRIMESTRE","JUEVES","21","MONTEVIDEO","SECCIONAL 19","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","OTROS MOTIVOS","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","42","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","SIN RELACION"
"MFA176246","02.05.2018",2018,"MAYO","SEGUNDO TRIMESTRE","MIERCOLES","10","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","19","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"MFA190344","02.05.2018",2018,"MAYO","SEGUNDO TRIMESTRE","MIERCOLES","10","MONTEVIDEO","SECCIONAL 24","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","CORTO / PUNZANTE","AUTOR MAYOR FALLECIDO","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","55","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","PAREJA/EX PAREJA"
"MFB1112612","17.04.2018",2018,"ABRIL","SEGUNDO TRIMESTRE","MARTES","7","FLORIDA","SECCIONAL 5","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","ARMA DE FUEGO","AUTOR MAYOR FALLECIDO","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","35","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","PAREJA/EX PAREJA"
"MFB182554","17.04.2018",2018,"ABRIL","SEGUNDO TRIMESTRE","MARTES","2","COLONIA","SECCIONAL 7","RESIDENCIA","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","ARMA DE FUEGO","AUTOR MAYOR FALLECIDO","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","35","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","PAREJA/EX PAREJA"
"MFB182904","17.04.2018",2018,"ABRIL","SEGUNDO TRIMESTRE","MARTES","1","MALDONADO","SECCIONAL 1","RESIDENCIA","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","31","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"MFD1137402","06.05.2018",2018,"MAYO","SEGUNDO TRIMESTRE","DOMINGO","8","CENTROS CARCELARIOS","SECCIONAL 20","ESTABLECIMIENTO DE RECLUSION","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","CORTO / PUNZANTE","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","25","URUGUAYA","ANTECEDENTES POR DELITOS VIOLENTOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"MFD1143660","06.05.2018",2018,"MAYO","SEGUNDO TRIMESTRE","DOMINGO","15","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","21","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"MFD128958","04.05.2018",2018,"MAYO","SEGUNDO TRIMESTRE","VIERNES","14","CANELONES","SECCIONAL 20","RESIDENCIA","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","77","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"MFD136364","03.05.2018",2018,"MAYO","SEGUNDO TRIMESTRE","JUEVES","22","SAN JOSE","SECCIONAL 10","RESIDENCIA","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","CORTO / PUNZANTE","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","33","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"MFF1107378","08.04.2018",2018,"ABRIL","SEGUNDO TRIMESTRE","DOMINGO","20","DURAZNO","SECCIONAL 9","RESIDENCIA","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","CORTO / PUNZANTE","AUTOR MAYOR FALLECIDO","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","41","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","PAREJA/EX PAREJA"
"MFF1124066","09.04.2018",2018,"ABRIL","SEGUNDO TRIMESTRE","LUNES","3","CANELONES","SECCIONAL 27","BARES/ CANTINAS/ CLUBES NOCTURNOS Y SIMILARES","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","31","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"MFF1142812","09.04.2018",2018,"ABRIL","SEGUNDO TRIMESTRE","LUNES","9","MONTEVIDEO","SECCIONAL 18","RESIDENCIA","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","96","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","PAREJA/EX PAREJA"
"MFF1185848","09.04.2018",2018,"ABRIL","SEGUNDO TRIMESTRE","LUNES","19","MONTEVIDEO","SECCIONAL 12","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","25","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"MFF124582","07.04.2018",2018,"ABRIL","SEGUNDO TRIMESTRE","SABADO","2","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","36","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
